liga,temporada,equipo,sector,passes,avg_dist,completion
France_Ligue_1,2025-2026,Lille OSC,3,1266,17.66,85.9
France_Ligue_1,2025-2026,Lille OSC,4,1045,16.51,89.0
France_Ligue_1,2025-2026,Lille OSC,5,790,16.07,94.2
France_Ligue_1,2025-2026,Lille OSC,6,624,16.15,97.0
France_Ligue_1,2025-2026,Lille OSC,7,544,14.16,94.3
France_Ligue_1,2025-2026,Lille OSC,8,566,14.01,93.8
France_Ligue_1,2025-2026,Lille OSC,9,668,14.54,93.9
France_Ligue_1,2025-2026,Lille OSC,10,811,14.81,93.0
France_Ligue_1,2025-2026,Lille OSC,11,1020,16.95,89.8
France_Ligue_1,2025-2026,Lille OSC,12,1409,18.05,87.9
France_Ligue_1,2025-2026,Lille OSC,13,1289,17.89,82.9
France_Ligue_1,2025-2026,Lille OSC,14,1020,17.85,74.5
France_Ligue_1,2025-2026,Lille OSC,15,1152,19.77,65.5
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,0,1225,19.41,62.1
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,1,1042,17.94,73.2
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,2,1136,17.63,79.2
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,3,1050,17.6,85.0
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,4,802,15.52,88.4
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,5,681,14.42,94.6
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,6,561,14.69,96.3
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,7,393,13.49,93.6
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,8,484,13.91,97.5
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,9,545,14.06,95.6
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,10,573,13.67,95.5
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,11,793,15.71,92.2
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,12,1062,17.48,86.9
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,13,1146,18.33,80.3
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,14,978,17.9,74.3
France_Ligue_1,2025-2026,OGC Nice Côte d'Azur,15,1130,21.32,59.6
France_Ligue_1,2025-2026,Olympique Lyonnais,0,1321,20.37,65.1
France_Ligue_1,2025-2026,Olympique Lyonnais,1,1086,18.98,77.5
France_Ligue_1,2025-2026,Olympique Lyonnais,2,1300,18.53,82.9
France_Ligue_1,2025-2026,Olympique Lyonnais,3,1168,17.2,87.3
France_Ligue_1,2025-2026,Olympique Lyonnais,4,1058,15.71,91.2
France_Ligue_1,2025-2026,Olympique Lyonnais,5,759,15.21,95.5
France_Ligue_1,2025-2026,Olympique Lyonnais,6,595,14.61,96.3
France_Ligue_1,2025-2026,Olympique Lyonnais,7,494,13.92,92.3
France_Ligue_1,2025-2026,Olympique Lyonnais,8,578,13.33,96.0
France_Ligue_1,2025-2026,Olympique Lyonnais,9,609,14.46,95.4
France_Ligue_1,2025-2026,Olympique Lyonnais,10,763,14.75,94.1
France_Ligue_1,2025-2026,Olympique Lyonnais,11,968,16.99,92.1
France_Ligue_1,2025-2026,Olympique Lyonnais,12,1213,17.94,86.4
France_Ligue_1,2025-2026,Olympique Lyonnais,13,1215,18.62,83.0
France_Ligue_1,2025-2026,Olympique Lyonnais,14,978,17.92,74.7
France_Ligue_1,2025-2026,Olympique Lyonnais,15,1146,20.38,64.5
France_Ligue_1,2025-2026,Paris FC,0,1354,22.13,60.3
France_Ligue_1,2025-2026,Paris FC,1,1030,19.26,75.0
France_Ligue_1,2025-2026,Paris FC,2,1249,17.89,84.3
France_Ligue_1,2025-2026,Paris FC,3,1177,18.47,89.0
France_Ligue_1,2025-2026,Paris FC,4,979,17.14,92.8
France_Ligue_1,2025-2026,Paris FC,5,713,15.24,94.5
France_Ligue_1,2025-2026,Paris FC,6,611,15.11,95.3
France_Ligue_1,2025-2026,Paris FC,7,557,14.67,95.9
France_Ligue_1,2025-2026,Paris FC,8,571,13.77,94.2
France_Ligue_1,2025-2026,Paris FC,9,660,15.72,97.6
France_Ligue_1,2025-2026,Paris FC,10,799,15.11,96.0
France_Ligue_1,2025-2026,Paris FC,11,948,16.82,92.1
France_Ligue_1,2025-2026,Paris FC,12,1221,18.39,84.8
France_Ligue_1,2025-2026,Paris FC,13,1184,18.31,86.1
France_Ligue_1,2025-2026,Paris FC,14,976,17.89,79.6
France_Ligue_1,2025-2026,Paris FC,15,1304,22.02,62.9
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,0,1248,23.3,57.8
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,1,866,19.88,70.4
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,2,849,17.1,84.1
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,3,889,17.26,82.9
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,4,730,16.39,86.0
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,5,572,14.78,95.3
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,6,519,14.93,96.0
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,7,450,13.74,93.8
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,8,532,14.15,94.7
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,9,529,14.54,95.1
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,10,602,15.07,94.2
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,11,684,16.4,90.1
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,12,893,17.51,83.3
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,13,798,18.2,81.5
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,14,833,19.5,70.6
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,15,1184,23.8,57.8
France_Ligue_1,2025-2026,RC Strasbourg Alsace,0,1244,18.98,67.6
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1,1167,17.73,79.1
France_Ligue_1,2025-2026,RC Strasbourg Alsace,2,1303,16.64,86.2
France_Ligue_1,2025-2026,RC Strasbourg Alsace,3,1384,16.3,87.4
France_Ligue_1,2025-2026,RC Strasbourg Alsace,4,1168,15.52,94.8
France_Ligue_1,2025-2026,RC Strasbourg Alsace,5,971,14.35,96.6
France_Ligue_1,2025-2026,RC Strasbourg Alsace,6,692,13.62,95.8
France_Ligue_1,2025-2026,RC Strasbourg Alsace,7,591,12.93,94.2
France_Ligue_1,2025-2026,RC Strasbourg Alsace,8,563,13.03,94.0
France_Ligue_1,2025-2026,RC Strasbourg Alsace,9,654,13.92,95.6
France_Ligue_1,2025-2026,RC Strasbourg Alsace,10,829,13.99,97.1
France_Ligue_1,2025-2026,RC Strasbourg Alsace,11,1121,15.06,93.0
France_Ligue_1,2025-2026,RC Strasbourg Alsace,12,1615,16.29,90.5
France_Ligue_1,2025-2026,RC Strasbourg Alsace,13,1399,17.53,87.0
France_Ligue_1,2025-2026,RC Strasbourg Alsace,14,1071,17.54,80.9
France_Ligue_1,2025-2026,RC Strasbourg Alsace,15,1227,18.97,70.7
France_Ligue_1,2025-2026,Stade Rennais FC,0,1437,21.17,63.3
France_Ligue_1,2025-2026,Stade Rennais FC,1,1289,17.7,77.8
France_Ligue_1,2025-2026,Stade Rennais FC,2,1149,17.26,83.3
France_Ligue_1,2025-2026,Stade Rennais FC,3,1143,18.01,86.0
France_Ligue_1,2025-2026,Stade Rennais FC,4,960,15.85,90.0
France_Ligue_1,2025-2026,Stade Rennais FC,5,780,14.96,95.5
France_Ligue_1,2025-2026,Stade Rennais FC,6,681,14.52,96.3
France_Ligue_1,2025-2026,Stade Rennais FC,7,583,13.82,94.5
France_Ligue_1,2025-2026,Stade Rennais FC,8,635,13.69,95.6
France_Ligue_1,2025-2026,Stade Rennais FC,9,614,13.95,95.8
France_Ligue_1,2025-2026,Stade Rennais FC,10,709,14.37,94.4
France_Ligue_1,2025-2026,Stade Rennais FC,11,924,15.83,88.2
France_Ligue_1,2025-2026,Stade Rennais FC,12,1151,17.82,86.4
France_Ligue_1,2025-2026,Stade Rennais FC,13,1186,17.98,83.9
France_Ligue_1,2025-2026,Stade Rennais FC,14,1119,17.99,74.9
France_Ligue_1,2025-2026,Stade Rennais FC,15,1251,21.28,63.0
France_Ligue_1,2025-2026,Toulouse FC,0,1148,22.41,58.1
France_Ligue_1,2025-2026,Toulouse FC,1,930,18.7,69.0
France_Ligue_1,2025-2026,Toulouse FC,2,970,18.43,79.7
France_Ligue_1,2025-2026,Toulouse FC,3,946,16.9,83.9
France_Ligue_1,2025-2026,Toulouse FC,4,763,15.97,87.8
France_Ligue_1,2025-2026,Toulouse FC,5,577,14.27,95.0
France_Ligue_1,2025-2026,Toulouse FC,6,419,14.03,95.2
France_Ligue_1,2025-2026,Toulouse FC,7,369,13.67,94.3
France_Ligue_1,2025-2026,Toulouse FC,8,375,14.33,94.9
France_Ligue_1,2025-2026,Toulouse FC,9,484,14.78,95.2
France_Ligue_1,2025-2026,Toulouse FC,10,516,14.1,94.0
France_Ligue_1,2025-2026,Toulouse FC,11,762,16.3,91.7
France_Ligue_1,2025-2026,Toulouse FC,12,942,16.69,87.7
France_Ligue_1,2025-2026,Toulouse FC,13,991,16.7,85.0
France_Ligue_1,2025-2026,Toulouse FC,14,914,19.03,74.0
France_Ligue_1,2025-2026,Toulouse FC,15,1019,20.97,62.3
Portugal_Primeira_Liga,2025-2026,AVS Futebol,0,1158,23.29,50.4
Portugal_Primeira_Liga,2025-2026,AVS Futebol,1,753,20.3,58.8
Portugal_Primeira_Liga,2025-2026,AVS Futebol,2,727,18.58,72.1
Portugal_Primeira_Liga,2025-2026,AVS Futebol,3,655,17.92,82.4
Portugal_Primeira_Liga,2025-2026,AVS Futebol,4,573,16.61,86.7
Portugal_Primeira_Liga,2025-2026,AVS Futebol,5,417,14.79,93.5
Portugal_Primeira_Liga,2025-2026,AVS Futebol,6,324,15.27,94.8
Portugal_Primeira_Liga,2025-2026,AVS Futebol,7,274,13.64,93.4
Portugal_Primeira_Liga,2025-2026,AVS Futebol,8,311,14.41,93.6
Portugal_Primeira_Liga,2025-2026,AVS Futebol,9,351,14.42,94.9
Portugal_Primeira_Liga,2025-2026,AVS Futebol,10,426,15.28,92.5
Portugal_Primeira_Liga,2025-2026,AVS Futebol,11,522,15.76,86.0
Portugal_Primeira_Liga,2025-2026,AVS Futebol,12,701,17.9,80.5
Portugal_Primeira_Liga,2025-2026,AVS Futebol,13,764,19.67,71.5
Portugal_Primeira_Liga,2025-2026,AVS Futebol,14,790,20.49,63.4
Portugal_Primeira_Liga,2025-2026,AVS Futebol,15,1157,24.93,50.6
Portugal_Primeira_Liga,2025-2026,CD Tondela,0,1184,23.7,58.3
Portugal_Primeira_Liga,2025-2026,CD Tondela,1,943,20.69,66.3
Portugal_Primeira_Liga,2025-2026,CD Tondela,2,877,19.85,74.6
Portugal_Primeira_Liga,2025-2026,CD Tondela,3,859,18.42,81.8
Portugal_Primeira_Liga,2025-2026,CD Tondela,4,628,16.19,88.2
Portugal_Primeira_Liga,2025-2026,CD Tondela,5,449,14.28,92.9
Portugal_Primeira_Liga,2025-2026,CD Tondela,6,386,14.86,94.3
Portugal_Primeira_Liga,2025-2026,CD Tondela,7,398,14.57,95.2
Portugal_Primeira_Liga,2025-2026,CD Tondela,8,387,14.76,95.3
Portugal_Primeira_Liga,2025-2026,CD Tondela,9,469,15.44,93.8
Portugal_Primeira_Liga,2025-2026,CD Tondela,10,512,15.29,94.1
Portugal_Primeira_Liga,2025-2026,CD Tondela,11,643,16.09,88.6
Portugal_Primeira_Liga,2025-2026,CD Tondela,12,877,17.52,82.7
Portugal_Primeira_Liga,2025-2026,CD Tondela,13,865,18.63,77.2
Portugal_Primeira_Liga,2025-2026,CD Tondela,14,774,20.32,68.7
Portugal_Primeira_Liga,2025-2026,CD Tondela,15,1145,24.37,56.3
Portugal_Primeira_Liga,2025-2026,FC Arouca,0,1312,22.63,58.8
Portugal_Primeira_Liga,2025-2026,FC Arouca,1,1045,18.81,74.1
Portugal_Primeira_Liga,2025-2026,FC Arouca,2,1110,18.52,82.5
Portugal_Primeira_Liga,2025-2026,FC Arouca,3,1050,18.17,85.7
Portugal_Primeira_Liga,2025-2026,FC Arouca,4,834,16.8,91.0
Portugal_Primeira_Liga,2025-2026,FC Arouca,5,643,15.41,96.3
Portugal_Primeira_Liga,2025-2026,FC Arouca,6,536,16.07,97.8
Portugal_Primeira_Liga,2025-2026,FC Arouca,7,486,14.83,95.3
Portugal_Primeira_Liga,2025-2026,FC Arouca,8,506,14.38,93.7
Portugal_Primeira_Liga,2025-2026,FC Arouca,9,639,15.93,97.5
Portugal_Primeira_Liga,2025-2026,FC Arouca,10,654,15.15,96.5
Portugal_Primeira_Liga,2025-2026,FC Arouca,11,854,16.96,91.9
Portugal_Primeira_Liga,2025-2026,FC Arouca,12,1003,18.06,87.7
Portugal_Primeira_Liga,2025-2026,FC Arouca,13,1027,18.88,81.6
Portugal_Primeira_Liga,2025-2026,FC Arouca,14,1024,21.18,69.3
Portugal_Primeira_Liga,2025-2026,FC Arouca,15,1157,23.8,58.4
Portugal_Primeira_Liga,2025-2026,Moreirense FC,0,1310,21.48,57.6
Portugal_Primeira_Liga,2025-2026,Moreirense FC,1,1004,18.89,73.7
Portugal_Primeira_Liga,2025-2026,Moreirense FC,2,1152,18.08,84.7
Portugal_Primeira_Liga,2025-2026,Moreirense FC,3,1079,17.13,88.8
Portugal_Primeira_Liga,2025-2026,Moreirense FC,4,955,16.94,90.3
Portugal_Primeira_Liga,2025-2026,Moreirense FC,5,647,15.48,94.6
Portugal_Primeira_Liga,2025-2026,Moreirense FC,6,548,15.27,94.9
Portugal_Primeira_Liga,2025-2026,Moreirense FC,7,427,13.98,94.6
Portugal_Primeira_Liga,2025-2026,Moreirense FC,8,512,14.4,95.1
Portugal_Primeira_Liga,2025-2026,Moreirense FC,9,572,15.38,95.1
Portugal_Primeira_Liga,2025-2026,Moreirense FC,10,689,15.67,94.9
Portugal_Primeira_Liga,2025-2026,Moreirense FC,11,938,16.13,93.2
Portugal_Primeira_Liga,2025-2026,Moreirense FC,12,1142,17.28,86.1
Portugal_Primeira_Liga,2025-2026,Moreirense FC,13,1051,18.42,84.2
Portugal_Primeira_Liga,2025-2026,Moreirense FC,14,1030,20.05,76.2
Portugal_Primeira_Liga,2025-2026,Moreirense FC,15,1210,22.81,59.5
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,0,1204,24.21,46.6
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,1,791,20.26,60.3
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,2,694,19.02,74.9
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,3,702,17.98,78.1
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,4,579,17.22,85.0
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,5,406,15.14,92.1
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,6,320,15.97,95.6
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,7,310,15.1,94.5
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,8,365,14.18,94.0
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,9,347,16.27,92.8
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,10,401,15.67,95.0
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,11,547,16.79,85.7
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,12,688,18.24,78.8
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,13,713,19.15,71.4
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,14,780,21.79,62.2
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,15,1100,24.46,51.5
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,0,1122,22.14,56.1
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,1,845,21.05,68.0
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,2,866,19.7,78.2
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,3,814,19.26,82.7
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,4,727,17.04,90.2
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5,582,15.51,95.0
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,6,516,15.88,94.4
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,7,453,14.79,95.4
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,8,455,13.96,94.3
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,9,435,14.36,95.6
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,10,532,14.81,94.2
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,11,618,17.03,90.5
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,12,841,18.33,86.0
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,13,898,19.76,80.0
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,14,869,22.44,68.0
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,15,1195,24.82,54.9
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,0,1261,23.24,55.2
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,1,898,19.83,68.2
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,2,1011,18.94,80.8
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,3,1015,18.12,85.0
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,4,798,16.85,88.6
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,5,502,14.55,92.6
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,6,458,15.19,95.6
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,7,383,13.65,94.8
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,8,467,13.72,95.1
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,9,482,15.88,94.8
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,10,569,14.95,93.7
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,11,702,17.17,90.5
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,12,987,18.68,86.3
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,13,887,19.75,76.2
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,14,817,19.95,67.6
Portugal_Primeira_Liga,2025-2026,CD Santa Clara,15,1169,23.84,53.5
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,0,1285,20.74,58.6
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,1,961,19.1,71.0
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,2,1044,19.17,80.5
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,3,950,19.15,84.0
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,4,753,17.5,87.1
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,5,507,16.19,93.7
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,6,438,16.13,96.8
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,7,413,14.4,94.9
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,8,467,14.37,93.6
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,9,462,15.79,95.0
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,10,614,16.16,93.8
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,11,675,17.75,86.2
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,12,1024,19.39,82.4
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,13,924,19.67,78.9
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,14,844,20.58,72.2
Portugal_Primeira_Liga,2025-2026,Gil Vicente FC,15,1187,21.44,62.0
Portugal_Primeira_Liga,2025-2026,FC Famalicão,0,1288,21.37,59.8
Portugal_Primeira_Liga,2025-2026,FC Famalicão,1,1022,19.84,69.8
Portugal_Primeira_Liga,2025-2026,FC Famalicão,2,1086,19.82,77.0
Portugal_Primeira_Liga,2025-2026,FC Famalicão,3,1053,18.35,84.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,4,853,17.23,88.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,5,642,15.46,92.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,6,416,14.68,94.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,7,457,13.79,93.9
Portugal_Primeira_Liga,2025-2026,FC Famalicão,8,437,14.04,94.7
Portugal_Primeira_Liga,2025-2026,FC Famalicão,9,464,15.25,95.3
Portugal_Primeira_Liga,2025-2026,FC Famalicão,10,588,15.42,93.0
Portugal_Primeira_Liga,2025-2026,FC Famalicão,11,744,17.63,89.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,12,1064,18.87,84.7
Portugal_Primeira_Liga,2025-2026,FC Famalicão,13,1040,20.15,80.4
Portugal_Primeira_Liga,2025-2026,FC Famalicão,14,978,19.99,71.5
Portugal_Primeira_Liga,2025-2026,FC Famalicão,15,1333,21.27,62.8
Portugal_Primeira_Liga,2025-2026,CD Nacional,0,1082,24.77,49.4
Portugal_Primeira_Liga,2025-2026,CD Nacional,1,880,21.52,65.6
Portugal_Primeira_Liga,2025-2026,CD Nacional,2,908,19.45,78.4
Portugal_Primeira_Liga,2025-2026,CD Nacional,3,791,18.52,81.7
Portugal_Primeira_Liga,2025-2026,CD Nacional,4,713,16.58,88.6
Portugal_Primeira_Liga,2025-2026,CD Nacional,5,482,15.34,95.6
Portugal_Primeira_Liga,2025-2026,CD Nacional,6,423,15.5,96.0
Portugal_Primeira_Liga,2025-2026,CD Nacional,7,396,14.21,94.2
Portugal_Primeira_Liga,2025-2026,CD Nacional,8,352,14.75,95.5
Portugal_Primeira_Liga,2025-2026,CD Nacional,9,397,15.17,92.9
Portugal_Primeira_Liga,2025-2026,CD Nacional,10,513,15.3,93.2
Portugal_Primeira_Liga,2025-2026,CD Nacional,11,724,17.24,89.1
Portugal_Primeira_Liga,2025-2026,CD Nacional,12,841,18.35,80.3
Portugal_Primeira_Liga,2025-2026,CD Nacional,13,852,20.08,75.2
Portugal_Primeira_Liga,2025-2026,CD Nacional,14,740,21.15,63.6
Portugal_Primeira_Liga,2025-2026,CD Nacional,15,1011,23.82,50.0
Portugal_Primeira_Liga,2025-2026,FC Porto,0,1342,19.1,62.7
Portugal_Primeira_Liga,2025-2026,FC Porto,1,1159,18.37,74.6
Portugal_Primeira_Liga,2025-2026,FC Porto,2,1224,17.64,81.3
Portugal_Primeira_Liga,2025-2026,FC Porto,3,1161,15.91,86.4
Portugal_Primeira_Liga,2025-2026,FC Porto,4,999,14.92,91.2
Portugal_Primeira_Liga,2025-2026,FC Porto,5,721,14.64,94.2
Portugal_Primeira_Liga,2025-2026,FC Porto,6,594,15.78,94.4
Portugal_Primeira_Liga,2025-2026,FC Porto,7,499,14.71,95.2
Portugal_Primeira_Liga,2025-2026,FC Porto,8,564,14.58,94.9
Portugal_Primeira_Liga,2025-2026,FC Porto,9,600,14.35,94.8
Portugal_Primeira_Liga,2025-2026,FC Porto,10,732,14.96,95.1
Portugal_Primeira_Liga,2025-2026,FC Porto,11,978,15.74,92.4
Portugal_Primeira_Liga,2025-2026,FC Porto,12,1080,15.88,88.1
Portugal_Primeira_Liga,2025-2026,FC Porto,13,1213,17.87,83.7
Portugal_Primeira_Liga,2025-2026,FC Porto,14,1063,18.81,76.6
Portugal_Primeira_Liga,2025-2026,FC Porto,15,1264,19.51,64.5
Portugal_Primeira_Liga,2025-2026,Sporting Braga,0,1511,20.09,64.7
Portugal_Primeira_Liga,2025-2026,Sporting Braga,1,1315,16.54,78.7
Portugal_Primeira_Liga,2025-2026,Sporting Braga,2,1559,15.79,85.9
Portugal_Primeira_Liga,2025-2026,Sporting Braga,3,1497,15.7,89.2
Portugal_Primeira_Liga,2025-2026,Sporting Braga,4,1354,14.69,91.8
Portugal_Primeira_Liga,2025-2026,Sporting Braga,5,1140,14.45,95.5
Portugal_Primeira_Liga,2025-2026,Sporting Braga,6,945,14.01,96.8
Portugal_Primeira_Liga,2025-2026,Sporting Braga,7,782,13.44,95.7
Portugal_Primeira_Liga,2025-2026,Sporting Braga,8,806,12.3,94.5
Portugal_Primeira_Liga,2025-2026,Sporting Braga,9,967,14.19,97.8
Portugal_Primeira_Liga,2025-2026,Sporting Braga,10,1225,13.82,94.9
Portugal_Primeira_Liga,2025-2026,Sporting Braga,11,1304,14.64,93.8
Portugal_Primeira_Liga,2025-2026,Sporting Braga,12,1584,15.42,91.4
Portugal_Primeira_Liga,2025-2026,Sporting Braga,13,1597,15.9,90.0
Portugal_Primeira_Liga,2025-2026,Sporting Braga,14,1337,16.22,82.4
Portugal_Primeira_Liga,2025-2026,Sporting Braga,15,1458,21.05,61.2
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,0,1374,19.75,60.8
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,1,1096,18.31,70.3
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,2,1210,16.73,83.3
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,3,1096,15.62,86.9
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,4,873,14.23,86.9
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,5,658,13.83,94.5
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,6,560,14.18,94.6
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,7,532,13.32,94.4
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,8,558,13.09,95.7
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,9,561,13.81,94.7
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,10,671,14.27,94.8
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,11,863,15.09,91.0
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,12,1093,16.66,84.9
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,13,1192,18.09,81.6
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,14,1146,17.82,74.8
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,15,1340,19.9,60.7
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,0,1185,23.9,56.6
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,1,947,19.43,70.7
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,2,992,17.97,82.0
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,3,967,17.3,86.5
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,4,847,15.69,92.4
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,5,604,15.03,95.9
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,6,479,15.29,97.1
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,7,426,13.62,95.8
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,8,493,13.66,93.9
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,9,543,15.73,98.0
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,10,643,15.18,96.6
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,11,807,16.15,91.3
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,12,994,17.34,88.7
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,13,947,19.11,81.3
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,14,835,20.4,66.8
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,15,1078,25.23,52.1
Portugal_Primeira_Liga,2025-2026,FC Alverca,0,1208,22.61,55.5
Portugal_Primeira_Liga,2025-2026,FC Alverca,1,878,18.97,69.9
